Sr. No.,Time,Date,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type
2513,09:56:16,15-08-2022,6831786301,53830944044,377593.97,Albanian lek,Pakistani rupee,India,Netherlands,Cheque
2514,19:31:24,20-11-2022,82524617519,73478704515,329150.1,Pakistani rupee,US dollar,France,Germany,Cross-border
2515,19:46:10,18-11-2022,55153513124,92230162387,112386.41,Moroccan dirham,Pakistani rupee,USA,Italy,Credit card
2516,10:47:52,04-01-2022,94258354060,91176299124,145388.93,Yen,US dollar,Germany,Turkey,Credit card
2517,15:21:44,25-08-2022,50481077942,82904919558,71083.44,Euro,Euro,Japan,Spain,Credit card
2518,13:00:48,03-07-2022,77252758565,5480582935,291207.13,Dirham,Dirham,UAE,Germany,Credit card
2519,04:33:25,13-03-2022,75976510739,47584186294,132822.35,Pakistani rupee,Indian rupee,UK,Mexico,Debit card
2520,07:00:01,02-04-2022,93271553181,56031876293,371470.25,Mexican Peso,Mexican Peso,UK,Austria,Cheque
2521,18:05:16,17-09-2022,72512806082,85265516402,134365.65,UK pounds,Euro,Netherlands,Turkey,ACH
2522,04:03:05,02-04-2022,21710383588,28716899244,99994.32,Albanian lek,Euro,Morocco,Netherlands,Credit card
2523,19:08:37,13-11-2022,57053291217,74873233470,291774.51,Dirham,Naira,UAE,UK,ACH
2524,22:02:20,12-04-2022,13983118667,32002467673,15017.38,Albanian lek,Euro,Netherlands,Morocco,Credit card
2525,06:38:29,17-11-2022,12397655651,87204684251,403376.26,Dirham,Mexican Peso,Turkey,Turkey,Credit card
2526,15:42:58,04-07-2022,63844218218,98793331212,180576.35,Indian rupee,Naira,Morocco,UK,Cross-border
2527,19:37:49,26-11-2022,76027081633,83955647749,59117.65,Yen,Dirham,USA,France,ACH
2528,10:09:31,28-12-2022,35036762949,84911979074,450532.49,Swiss franc,UK pounds,Albania,Austria,Debit card
2529,12:17:51,05-05-2022,69699709133,19699189754,383457.25,Albanian lek,Yen,India,Albania,Credit card
2530,18:28:06,10-05-2022,29516088280,63780711976,107629.86,Naira,Pakistani rupee,Mexico,UAE,Cross-border
2531,06:55:33,11-01-2022,41957358215,80577623194,93358.41,Pakistani rupee,UK pounds,Japan,Nigeria,ACH
2532,11:51:55,29-10-2022,96348733819,70210595985,386613.44,US dollar,Indian rupee,UAE,USA,Cross-border
2533,05:59:14,07-11-2022,99817098814,85647253465,198677.41,Yen,Yen,France,France,Cheque
2534,11:16:26,06-03-2022,72800146309,51580800163,95260.47,Euro,Naira,UK,Netherlands,Debit card
2535,17:59:04,06-09-2022,91645855396,62016180550,309639.04,Swiss franc,Turkish lira,Germany,Spain,ACH
2536,23:42:28,27-06-2022,16996401360,29218845580,336599.6,Naira,Indian rupee,Turkey,Pakistan,Cross-border
2537,14:32:25,15-06-2022,23400498127,16532171806,245526.09,Turkish lira,Naira,Morocco,Albania,Cross-border
2538,06:32:37,02-06-2022,1206666293,68684874360,260057.99,Moroccan dirham,Swiss franc,Japan,France,Credit card
2539,20:38:52,18-05-2022,53547323703,75075195556,451692.1,Mexican Peso,Dirham,Turkey,Albania,Cash Withdrawal
2540,20:13:00,22-12-2022,31788660573,69479473919,278056.51,US dollar,Pakistani rupee,Albania,India,Cross-border
2541,14:07:15,01-03-2022,59921563106,47556862699,8703.61,Mexican Peso,Moroccan dirham,Turkey,India,Credit card
2542,01:45:36,16-05-2022,35627483344,39521063946,20249.54,Naira,Euro,Austria,Albania,Credit card
2543,10:03:27,03-09-2022,89657418595,47131269833,154744.57,Indian rupee,Turkish lira,UK,USA,Cheque
2544,22:45:54,16-04-2022,16325463,37374908617,180988.17,Turkish lira,Yen,Italy,Turkey,Cross-border
2545,05:34:38,10-12-2022,62522978884,52310145226,471879.63,Swiss franc,Swiss franc,Austria,Switzerland,Cross-border
2546,09:11:53,29-08-2022,14631069522,54006059312,119338.94,Turkish lira,Naira,Italy,Turkey,Cash Withdrawal
2547,23:20:10,12-09-2022,65464401809,93654975699,234866.55,UK pounds,Dirham,Mexico,Netherlands,Credit card
2548,21:22:44,02-08-2022,63806968923,12245975509,499466.22,Mexican Peso,Pakistani rupee,UAE,Switzerland,ACH
2549,06:52:49,09-10-2022,58276897150,30955782086,496846.97,Albanian lek,Yen,Nigeria,Nigeria,Cash Withdrawal
2550,21:49:41,11-01-2022,20818680559,85542552870,359267.71,Euro,Swiss franc,Mexico,Morocco,Cash Deposit
2551,12:08:35,10-07-2022,37918984661,24410759414,150449.38,Indian rupee,US dollar,Italy,Netherlands,Cross-border
2552,06:24:29,15-03-2022,52489975761,33574170262,93095.62,US dollar,Albanian lek,France,France,ACH
2553,07:04:29,19-07-2022,24520800009,74119918542,151916.8,Albanian lek,Dirham,UK,India,Debit card
2554,19:06:57,21-11-2022,34514720064,78513271926,309338.2,Dirham,Swiss franc,India,India,Credit card
2555,15:47:17,05-05-2022,38667896964,44914575446,135041.7,Swiss franc,Yen,Austria,India,ACH
2556,04:27:09,09-08-2022,93482687642,76680953616,400846.04,UK pounds,Turkish lira,Austria,Japan,Cash Deposit
2557,10:02:43,27-04-2022,44796047438,3523918138,81570.86,Yen,Dirham,Netherlands,Turkey,Cheque
2558,00:06:35,25-08-2022,48600685029,59523977695,275504.08,Albanian lek,Indian rupee,Switzerland,Italy,Credit card
2559,10:35:38,18-10-2022,67833316504,23187162987,468887.94,Yen,US dollar,Spain,Pakistan,ACH
2560,17:29:11,31-03-2022,49204934764,14816598177,349177.99,Pakistani rupee,US dollar,Morocco,Japan,Cross-border
2561,17:44:45,26-06-2022,59000891067,96434570586,130507.93,Indian rupee,US dollar,USA,Pakistan,Cash Deposit
2562,15:29:05,09-07-2022,8226642391,79271835178,464464.35,Euro,Swiss franc,India,France,ACH
2563,10:11:33,30-01-2022,53107630161,1865925398,48925.59,Pakistani rupee,Indian rupee,UAE,Pakistan,Cross-border
2564,17:14:51,25-10-2022,94991869550,7080244481,307794.65,Euro,Turkish lira,Albania,UK,ACH
2565,20:39:08,15-09-2022,30323330253,20557754660,481779.15,UK pounds,Euro,France,Italy,Cross-border
2566,22:02:37,06-02-2022,86999789129,21676392570,266928.78,Turkish lira,UK pounds,Nigeria,Turkey,Cross-border
2567,19:10:40,03-09-2022,44948044195,4429746318,48784.32,Turkish lira,Pakistani rupee,India,USA,Debit card
2568,00:32:51,27-10-2022,44163532650,35261477263,467088.02,Pakistani rupee,Mexican Peso,Germany,India,Credit card
2569,05:50:23,13-12-2022,56002265941,26589910946,363142.14,Mexican Peso,Dirham,Austria,USA,Cross-border
2570,23:10:12,06-12-2022,79708974418,41733720081,235214.35,UK pounds,Mexican Peso,Spain,Pakistan,Cash Withdrawal
2571,03:33:22,22-01-2022,78938213818,75408018258,283404.07,Yen,Mexican Peso,India,Italy,Cash Deposit
2572,01:49:31,15-09-2022,1381481875,74387588323,436495.91,Albanian lek,Dirham,Turkey,Japan,Debit card
2573,08:22:28,23-11-2022,2962564198,5481599474,454287.61,Euro,Pakistani rupee,Turkey,India,Cross-border
2574,18:06:11,11-01-2022,83019740229,86528832541,314242.71,Moroccan dirham,Dirham,Japan,Austria,ACH
2575,16:53:33,17-04-2022,85865078462,28027506350,83833.97,Dirham,UK pounds,Netherlands,Germany,Cross-border
2576,16:20:27,15-07-2022,68680347382,29005230785,134960.37,Albanian lek,Yen,France,Switzerland,Cheque
2577,15:40:52,27-01-2022,23326255882,26964380448,270912.85,Yen,Indian rupee,Japan,Pakistan,Cross-border
2578,01:29:52,25-08-2022,74978666364,56400223685,185161.83,UK pounds,Albanian lek,Spain,UK,Credit card
2579,11:32:46,08-10-2022,22808331958,98754347449,161683.65,Swiss franc,Moroccan dirham,Mexico,Italy,Credit card
2580,16:02:42,17-12-2022,57014693217,72792459585,148736.94,Naira,Euro,UK,UK,Credit card
2581,13:45:19,16-03-2022,64502097521,15830081629,487991.32,Moroccan dirham,Euro,Italy,Japan,Cross-border
2582,02:23:47,18-11-2022,80601505372,6296909448,491932.17,US dollar,Swiss franc,Switzerland,Albania,Cross-border
2583,22:44:37,27-12-2022,52856745290,14427510625,137915.96,Indian rupee,Euro,UAE,UAE,Credit card
2584,02:36:50,26-04-2022,33799194271,49329807534,101063.52,Yen,Pakistani rupee,France,UAE,Cross-border
2585,05:05:26,03-05-2022,26128805906,50496129615,162201.74,Pakistani rupee,Moroccan dirham,Austria,Switzerland,ACH
2586,05:18:34,06-12-2022,85646548512,71834763130,408739.15,Mexican Peso,Dirham,Pakistan,Japan,Debit card
2587,02:31:56,16-08-2022,46286145620,65856138369,389422.32,Yen,Dirham,Morocco,UK,ACH
2588,04:52:44,28-05-2022,517978168,26570293468,179483.72,Mexican Peso,Pakistani rupee,Germany,Morocco,Cash Withdrawal
2589,07:40:06,17-12-2022,47197148490,69374113400,332977.5,Moroccan dirham,Naira,UAE,Italy,Credit card
2590,05:20:31,25-01-2022,43582258125,18894337960,308438.02,Naira,Yen,UK,Italy,Cross-border
2591,16:53:37,30-06-2022,24778382768,57984046092,61813.09,Moroccan dirham,UK pounds,Italy,Germany,Cash Withdrawal
2592,08:30:35,03-10-2022,70264296510,56269569276,14381.96,Turkish lira,Dirham,France,USA,Cross-border
2593,15:28:34,20-05-2022,99550290595,21602069096,302252.12,US dollar,Yen,Mexico,Albania,Cross-border
2594,20:40:02,02-04-2022,38506550553,20871698790,106930.61,Swiss franc,Moroccan dirham,Pakistan,USA,Cash Withdrawal
2595,08:23:28,15-11-2022,26722644997,86409673729,5674.73,Euro,US dollar,Switzerland,UAE,ACH
2596,00:31:01,22-02-2022,6909610078,56352309676,154736.62,Indian rupee,Naira,UK,Austria,Cross-border
2597,19:19:36,22-04-2022,95873214751,59771692237,234340.68,Pakistani rupee,Swiss franc,Netherlands,Turkey,Credit card
2598,13:30:02,27-09-2022,85643085466,30335347846,10782.14,Yen,Mexican Peso,Italy,Nigeria,ACH
2599,18:28:28,24-05-2022,36763449561,73425074506,5624.77,US dollar,Turkish lira,Switzerland,Albania,Credit card
2600,22:27:28,26-12-2022,44561750710,99907401290,284975.29,Moroccan dirham,Albanian lek,France,Germany,Credit card
2601,17:30:31,26-06-2022,15688028718,12372070934,21736.66,Moroccan dirham,Mexican Peso,Nigeria,USA,Cross-border
2602,12:01:42,14-01-2022,96104876786,63865054435,425529.67,Pakistani rupee,Euro,Turkey,Pakistan,Cash Withdrawal
2603,18:43:58,18-11-2022,41414375728,41555739467,444370.06,Naira,Dirham,Morocco,Morocco,Cross-border
2604,04:25:50,08-01-2022,35434701613,32489487252,474728.56,Turkish lira,Moroccan dirham,Turkey,Japan,Cross-border
2605,00:01:15,08-04-2022,68847838890,57079861414,206998.35,Dirham,Dirham,Japan,Netherlands,Credit card
2606,16:50:39,14-01-2022,47736520488,54375637339,303356.46,UK pounds,Yen,Albania,France,Cross-border
2607,10:41:34,01-11-2022,16637704667,3449865011,452848.26,Moroccan dirham,Yen,Turkey,Austria,Cross-border
2608,07:25:39,14-03-2022,54168827459,41437486226,466458.13,US dollar,Indian rupee,Mexico,France,Cross-border
2609,13:47:58,23-02-2022,88882701442,84516997663,32589.27,Yen,Naira,Mexico,India,Credit card
2610,19:43:39,21-01-2022,61252000988,92474446972,239875.09,Mexican Peso,Euro,Austria,Switzerland,ACH
2611,03:14:41,27-06-2022,61233074558,68404688655,339432.66,Mexican Peso,Dirham,Italy,France,Cross-border
2612,13:21:54,22-11-2022,67995012099,48316218244,319839.66,Euro,Naira,Japan,UK,ACH
2613,22:21:46,27-02-2022,45751694385,79642249965,376336.52,Mexican Peso,Albanian lek,Italy,Mexico,ACH
2614,03:02:54,14-11-2022,81391245839,8883548701,312134.81,Naira,Euro,Japan,Netherlands,Cash Deposit
2615,06:48:32,03-05-2022,63244392058,28053735006,469582.79,Indian rupee,Dirham,Netherlands,Nigeria,Cross-border
2616,21:53:04,09-02-2022,58107322010,39538568981,297212.53,US dollar,Mexican Peso,Switzerland,Spain,ACH
2617,07:14:26,18-04-2022,49723284159,49473192369,165126.69,Yen,US dollar,Nigeria,Pakistan,Cash Deposit
2618,14:16:17,02-07-2022,70442578674,95626330428,290782.62,US dollar,Yen,Netherlands,Albania,ACH
2619,18:02:07,13-01-2022,20943199924,51165231101,66611.73,Swiss franc,Albanian lek,Morocco,Germany,Credit card
2620,01:02:58,16-04-2022,61309599716,73996162292,439931.25,Yen,Mexican Peso,Albania,India,Debit card
2621,03:42:28,19-01-2022,34480288921,1607296172,108721.5,US dollar,UK pounds,Mexico,India,Credit card
2622,11:32:43,21-09-2022,30016387102,98189619247,70387.47,US dollar,Indian rupee,Pakistan,Morocco,ACH
2623,00:06:21,03-08-2022,16765662510,34735196923,268862.11,Yen,Naira,Pakistan,Netherlands,Credit card
2624,03:33:37,23-05-2022,51960629455,95573953980,295716.91,Naira,Yen,Morocco,India,Debit card
2625,12:25:46,05-11-2022,84803068679,80992326707,175099.79,Euro,Indian rupee,Albania,India,ACH
2626,17:56:09,25-08-2022,49979694034,94178664509,197104.76,Yen,UK pounds,Spain,UK,ACH
2627,12:00:14,23-10-2022,88226029868,38740978515,381764.99,Mexican Peso,Naira,Albania,Turkey,Cheque
2628,22:29:28,27-05-2022,68638221641,66803463417,90605.37,Turkish lira,US dollar,Italy,Morocco,ACH
2629,09:06:18,18-10-2022,96348495666,98228638268,65788.76,Mexican Peso,Pakistani rupee,Netherlands,Germany,Cheque
2630,06:17:09,26-12-2022,98001380091,48636895998,92234.9,Yen,Albanian lek,Austria,UK,ACH
2631,21:52:19,22-04-2022,73994175360,9852324638,343605.41,Turkish lira,Dirham,Netherlands,Turkey,Cheque
2632,11:46:23,02-11-2022,43703394740,82419750669,455797.45,Yen,Mexican Peso,Turkey,Mexico,Cross-border
2633,08:55:26,16-12-2022,21878286849,64108651432,357397.1,Indian rupee,UK pounds,Spain,Mexico,Cash Deposit
2634,09:50:26,23-05-2022,82357095979,88633391093,189652.83,Yen,US dollar,India,Switzerland,Cheque
2635,00:43:21,18-10-2022,50101539252,46332052957,247928.73,Naira,Turkish lira,Nigeria,Austria,Cross-border
2636,18:09:54,04-11-2022,25584157597,93949027259,244589.27,Naira,Pakistani rupee,Switzerland,Spain,Credit card
2637,15:23:43,12-10-2022,22344049357,23888280250,358309.54,Euro,Turkish lira,Netherlands,Switzerland,Cheque
2638,03:31:02,03-06-2022,35891394097,9610753737,362043.15,Pakistani rupee,Indian rupee,Japan,Morocco,ACH
2639,21:59:31,14-04-2022,86361919006,75601650314,126221.26,UK pounds,Euro,Turkey,Albania,ACH
2640,19:21:08,06-08-2022,55991281152,11484302075,226500.02,Pakistani rupee,Naira,Italy,Morocco,Cross-border
2641,01:29:16,12-12-2022,55619304868,62095582334,64962.66,Swiss franc,Swiss franc,UK,India,Credit card
2642,02:30:49,26-04-2022,97044456186,15415845382,278200.01,Naira,Swiss franc,Japan,Japan,ACH
2643,16:50:33,16-02-2022,98492288999,10200521669,91754.11,Euro,Albanian lek,Albania,France,Debit card
2644,16:44:25,03-08-2022,84525257465,42111503844,10605.41,Swiss franc,Euro,India,Albania,Cash Deposit
2645,06:26:36,27-11-2022,1174218598,15948571048,378324.77,Pakistani rupee,Turkish lira,India,USA,Credit card
2646,15:43:09,16-01-2022,83975481681,72207043299,484651.44,Naira,Dirham,Germany,Nigeria,Cash Deposit
2647,03:09:13,14-07-2022,2800895984,74579323205,96371.98,US dollar,Naira,Italy,Italy,ACH
2648,20:19:12,04-09-2022,95797446896,58448924207,235851.19,Indian rupee,Euro,UK,France,Cash Withdrawal
2649,19:00:11,12-11-2022,3022555687,56476150592,498580.42,Turkish lira,UK pounds,Morocco,Germany,ACH
2650,10:08:23,28-01-2022,55952509668,76689571770,27878.26,Yen,US dollar,Switzerland,UAE,Cross-border
2651,07:41:07,18-09-2022,22045497776,16267933954,175801.41,UK pounds,Yen,Nigeria,Pakistan,Credit card
2652,23:39:43,28-01-2022,40878769244,76657435133,276590.67,UK pounds,Naira,Netherlands,UAE,Cash Deposit
2653,19:39:47,20-02-2022,82079194789,10868520872,415853.74,Moroccan dirham,Mexican Peso,Albania,UK,Credit card
2654,23:13:09,05-02-2022,70177014624,13853977120,387811.37,Yen,Dirham,Nigeria,Nigeria,Cross-border
2655,17:06:04,15-03-2022,92080740151,81388005994,18955.05,Mexican Peso,Pakistani rupee,India,France,Cross-border
2656,05:23:03,27-05-2022,12423295326,40721259191,133952.14,Dirham,Swiss franc,USA,France,Credit card
2657,22:57:37,29-10-2022,96693852534,78699889162,319300.61,Indian rupee,Turkish lira,Austria,UAE,Cross-border
2658,17:16:55,11-09-2022,75250474881,63482145129,494698.04,Dirham,Yen,Turkey,UAE,ACH
2659,03:05:36,21-05-2022,21033151530,48010160189,193201.01,Pakistani rupee,Euro,Morocco,Albania,Cheque
2660,23:23:55,20-11-2022,72115603182,22170395497,206247.49,Pakistani rupee,Albanian lek,USA,UAE,Cash Withdrawal
2661,09:07:14,16-06-2022,57728044380,16639013737,282795.37,Swiss franc,Albanian lek,India,Netherlands,Credit card
2662,16:08:55,26-08-2022,12625296746,26623165418,180413.61,Yen,Albanian lek,France,USA,Credit card
2663,12:47:17,27-10-2022,37959835285,55037110048,431664.4,Naira,Moroccan dirham,Turkey,USA,ACH
2664,03:05:28,29-08-2022,81636037036,47270658051,110074.17,Mexican Peso,Euro,Spain,India,Credit card
2665,15:20:25,02-02-2022,76956258875,60643124299,43832.31,Pakistani rupee,Dirham,Mexico,Spain,ACH
2666,00:18:59,12-11-2022,86651241552,14438131591,34848.87,Mexican Peso,Turkish lira,Japan,UK,Debit card
2667,22:07:51,02-06-2022,42169237577,9630830513,350647.44,Pakistani rupee,Naira,Italy,UAE,Credit card
2668,05:02:34,26-06-2022,81573988450,63653924496,273656.97,Swiss franc,Naira,Mexico,UK,Cheque
2669,19:05:38,20-04-2022,59625121996,1200909280,232262.11,Euro,Euro,Germany,Albania,Cross-border
2670,01:29:08,10-04-2022,17415153984,98923070517,242169.92,US dollar,Naira,Japan,USA,Cheque
2671,12:33:26,04-02-2022,15642473953,53912474959,103725.24,Euro,Yen,UK,Albania,Cross-border
2672,08:01:53,07-02-2022,84633985127,15493180496,379259.87,UK pounds,UK pounds,UK,Switzerland,Cross-border
2673,07:54:46,26-12-2022,81735331124,35419298514,183378.23,Indian rupee,Dirham,Spain,Pakistan,Credit card
2674,22:15:40,21-04-2022,70990197531,6311256641,129989.3,Indian rupee,Albanian lek,Turkey,Morocco,Cross-border
2675,17:45:12,15-06-2022,56573276353,95229151429,261858.62,Mexican Peso,Euro,Spain,Spain,Cross-border
2676,21:26:58,05-12-2022,40226842486,69131071163,113496.88,Swiss franc,Pakistani rupee,Switzerland,Spain,Cross-border
2677,05:14:59,16-04-2022,60372980099,38839997635,149363.78,Mexican Peso,Yen,Nigeria,Nigeria,Cheque
2678,00:27:57,16-06-2022,10771621048,64808771547,421437.62,Pakistani rupee,Swiss franc,India,Netherlands,Cross-border
2679,07:13:51,04-08-2022,26085267134,62037247491,331474.51,Turkish lira,Indian rupee,Italy,Turkey,Credit card
2680,18:20:09,19-02-2022,32418919499,49340838023,20384.99,Dirham,Pakistani rupee,Japan,Spain,Cross-border
2681,16:09:11,01-07-2022,80212838628,4909311018,8589.07,Swiss franc,Dirham,Japan,Switzerland,Cross-border
2682,11:55:41,20-05-2022,43320575436,68112033376,244925.89,US dollar,Pakistani rupee,France,Turkey,Cross-border
2683,20:30:34,04-07-2022,4710658254,58778730049,495070.83,Turkish lira,US dollar,UK,Japan,Cross-border
2684,01:49:14,24-08-2022,95154473706,86200995797,92056.28,Swiss franc,Naira,UK,UAE,Cash Deposit
2685,17:56:33,16-07-2022,81792916584,6452550934,177651.95,Mexican Peso,Indian rupee,Netherlands,UAE,ACH
2686,15:07:28,11-08-2022,73847784839,37520865254,216727.95,UK pounds,Albanian lek,France,Japan,Cross-border
2687,15:44:53,29-10-2022,28216857064,14433398198,357068.91,Albanian lek,Dirham,Turkey,Morocco,Cash Withdrawal
2688,18:00:17,13-01-2022,34976796571,27635934285,54099.64,Pakistani rupee,Moroccan dirham,UAE,Germany,ACH
2689,00:24:09,04-04-2022,1651789709,58248652027,280058.44,Albanian lek,Yen,UAE,Mexico,Cross-border
2690,02:11:00,30-05-2022,49385014154,16504436083,78995.58,Dirham,Dirham,India,Morocco,Cross-border
2691,08:38:01,03-08-2022,84883114990,48869109077,168370.42,Euro,Moroccan dirham,Mexico,Italy,Credit card
2692,13:22:50,17-02-2022,24775027378,1491958147,288374.46,Indian rupee,Pakistani rupee,Italy,USA,Credit card
2693,21:08:37,27-05-2022,1953773947,12491404042,180163.28,UK pounds,Swiss franc,Austria,France,Cross-border
2694,19:34:47,15-08-2022,23651709346,84958946156,93481.18,UK pounds,Indian rupee,Mexico,Mexico,Cross-border
2695,13:16:59,24-02-2022,67483081721,66157227836,81861.12,UK pounds,Moroccan dirham,Nigeria,Albania,Credit card
2696,19:43:06,10-04-2022,28901840268,73694119756,215060.59,Mexican Peso,Naira,Albania,India,ACH
2697,00:44:46,18-11-2022,80704439688,15694163313,301233.41,US dollar,Naira,Italy,Turkey,Credit card
2698,15:56:51,07-07-2022,99229622182,6550107250,255288.09,US dollar,Naira,UK,USA,Cross-border
2699,18:34:44,25-04-2022,12639642388,38470122846,356644.25,Euro,UK pounds,USA,UK,Cheque
2700,01:31:41,05-09-2022,10264747909,7245899017,480248.96,Pakistani rupee,US dollar,Netherlands,Japan,ACH
